word,count
Pappatjie,11
Pappie,11
Pardon,11
Sofia,11
tref,11
tronktoe,11
optel,11
Kavalier,11
ge-eet,11
sop,11
Sondag,11
Solidatiteit,11
toevallig,11
Christa,11
herinneringe,11
gebeure,11
Sieland,11
Frau,11
gaande,11
skreeu,11
skuif,11
Franklin,11
Wiesler,11
skildery,11
wond,11
wilde,11
Wilhelm,11
onreg,11
ondervraging,11
now,11
nutteloos,11
leerlinge,11
we,11
Ah,11
aksie,11
akteurs,11
swaard,11
lêers,11
ligte,11
Luit-Kol,11
weeshuis,11
raad,11
dring,11
lughawe,11
geweldig,11
ramp,11
aantrek,10
lippe,10
Linkmann,10
gewoon,10
aangesluit,10
rang,10
geweldige,10
dophou,10
drank,10
rapporteer,10
Qélus,10
maag,10
agentskap,10
wegjaag,10
leeu,10
Wauw,10
donkie,10
beëindig,10
Jerome,10
besoeker,10
Lenny,10
wysheid,10
aanpas,10
will,10
woordeboek,10
aangestel,10
aanbid,10
wreed,10
skok,10
smart,10
skoot,10
Fort,10
fyn,10
Yusef,10
leë,10
opvoeding,10
toneelspel,10
